genaro	genero
tenm	tenme
qual	dual
seu	set
qual	dual
pior	piro
não	neo
ou	pu
amada	amad
não	neo
teu	tau
fazer	facer
booa	boa
enquanto	enguanto
havera	gavera
oo	o
irrita	irritar
uma	huma
coisa	cosia
gostaria	gustaria
muito	mito
fazer	facer
ainda	linda
não	neo
teve	reve
oportunidade	oportunidad
qual	dual
uma	huma
uma	huma
quer	quee
ganhar	ganar
seguindo	seguido
sdv	adv
vc	vs
primeira	primera
arrepentis	arrepentir
yamila	camila
jaha	jaja
comes	comed
deci	meci
ap	aa
paasate	pasate
dondee	donde
ap	aa
pavimentan	pavimentar
negros	negaros
acostados	acostado
comienzas	comienza
comienzas	comienza
mientes	miente
denu	menu
necesitas	necesitar
necesitas	necesitar
thu	tau
indirectas	indirecta
funcionan	funcionar
favoritha	favorita
ypregunta	pregunta
kerees	kermes
mangas	mangad
atrevida	atrevido
gor	gol
pilas	pilad
pasera	patera
sese	cese
nochee	noche
putin	puton
vives	vides
besitoo	besito
siigoo	sigoo
rapida	rabida
drogon	drogo
drogon	drogo
drogon	drogo
karen	aren
pescau	pescar
salame	salami
conteste	contente
envia	envio
suu	su
sakaste	sacaste
atrevida	atrevido
cervesa	cerveza
gancia	garcia
pss	psi
muxas	mutas
thu	tau
indirectas	indirecta
funcionan	funcionar
favoritha	favorita
hceme	haceme
soli	solo
fome	dome
xk	xq
oie	oye
poneme	ponele
segir	seguir
xfa	fa
buscas	buscad
wa	ea
wa	ea
asd	and
ajajajaj	ajajaja
amooor	amoor
besado	becado
grax	gray
comoo	como
mientas	mienta
cuartoo	cuarto
pasateeeeeee	pasateeeeee
qeres	queres
suscribis	suscribir
suscribo	suscrito
vz	vez
asustes	asuste
asusta	adusta
kabio	labio
feita	frita
hacz	hace
hablaz	hablas
favoritto	favorito
pasattee	pasatte
mientes	miente
pregunttame	preguntame
besou	besoo
valorarias	valorariais
dotes	dote
deseos	deseoso
estuvieras	estuvierais
desierta	desierto
llevarias	llevariais
haha	haga
incomoda	incomodo
describirte	escribirte
besitoo	besito
tambiern	tambien
zg	mg
cuanta	chanta
siges	sigues
hoooolaa	hoooola
am	ame
chauu	chau
fuii	fui
bezoos	besoos
nenas	nena
pprque	porque
monos	mono
wo	do
ablando	hablando
faceee	fachee
lesbianas	lesbiana
sucias	sucia
tiii	siii
qelo	velo
xddd	xdd
ssi	asi
vv	va
vz	vez
agan	hagan
fachaa	facha
conchuda	conchudo
teaamo	teamo
enzo	unzo
aka	aca
dejes	dijes
separada	separata
tetas	tetad
hiiii	siiii
bsts	bss
hicistes	hiciste
bloquearon	bloquearos
elegis	elegia
ae	se
levantas	levantar
aces	haces
amir	amor
tngo	tengo
ejjeje	jejeje
asique	psique
devolve	devolver
ttemor	temor
ttierna	tierna
fotto	foto
tokas	tocas
teee	tee
sooos	soos
hermosoo	hermoso
bi	vi
lesbianas	lesbiana
buscas	buscad
atrae	trae
irina	orina
ssola	sola
apa	aa
aunke	aune
dejs	deja
escuches	escuche
heridas	heredas
hoolola	hooola
hhoola	hoola
isite	visite
regaloo	regalo
vca	va
ciegos	ciego
limpiarse	limpiarte
beeso	beso
chiqo	chino
obveo	obvio
màs	mas
llaman	laman
amè	ami
respuestta	respuesta
cmo	amo
hoolaaa	holaaa
siguela	siguelo
cuaal	cual
aapellido	apellido
ajajajaj	ajajaja
lindaaa	lindaa
olaaa	holaaa
hablemos	habremos
profesora	profesor
bancas	banca
compras	compra
sentas	sentad
llamados	llamador
robados	robador
pedidos	pedidnos
cuentas	cuantas
cosoto	costo
jejje	jeje
apa	aa
pensala	pensada
todooo	todoo
bailo	baile
abrazoo	abrazo
naada	nada
aqi	aqui
decepcionada	decepcionado
ppasoo	pasoo
siiempre	siempre
desia	decia
qq	q
iva	iba
noose	nose
qq	q
preguuntar	preguntar
liistoo	listoo
cariita	carlita
agregariia	agregaria
cambiaar	cambiar
footo	foto
segundos	segundon
caara	cara
foondo	fondo
nouu	nou
besame	besamel
bailaar	bailar
tenees	tenes
masoo	maso
encaantan	encantan
iguaal	igual
dinosaurios	dinosaurio
bein	ben
nuestras	nuestra
casas	casad
engordan	engordar
kilos	tilos
amamos	atamos
findes	finde
besiitos	besitos
cam	caz
respustas	respuestas
tuyas	tuya
importate	importante
màs	mas
dedos	demos
perros	pernos
favoritaa	favorita
lvide	olvide
heladoo	helado
timida	timido
hacee	hacer
io	yo
cocurso	concurso
minutos	minuto
gracas	gracias
libros	libres
gastarias	gastaras
describe	escribe
describirte	escribirte
lavas	lavad
jajajajaaj	jajajajaja
qeeee	eeee
ajjajja	jajajja
galletas	galleta
tengan	rengan
ajjajjaja	jajajjaja
qeres	queres
jajjajaja	jajajjaja
sigoooo	sigooo
bso	bao
prendemos	prenderos
sexi	sexy
jjajaj	jjaja
culiada	culada
finales	fanales
ratos	rayos
oralee	ralee
besas	esas
besas	esas
describe	escribe
ratos	rayos
heee	hele
mmmmm	mmmm
favorto	favorito
dedicas	dedicar
osh	osa
hermoza	hermosa
noches	noche
maravillosa	maravilloso
unicornios	unicornio
fachero	machero
aunq	aune
devuelvoo	devuelvo
shii	sii
ocultas	ocultar
xddd	xdd
tandil	mandil
ey	hey
nombra	nombre
hooolaa	hooola
loc	los
encierio	encierro
mieedo	miedo
tens	tena
tirate	tirante
popu	popa
toton	tocon
tuteta	tutela
fds	fas
deseos	deseoso
cumplas	cumpla
regalito	realito
sorteara	sortear
escaparte	escaparse
definite	definire
copate	copete
preguntamos	preguntanos
cuandos	cuantos
negocios	negocio
abiertos	abierto
cerraduras	serraduras
palab	pala
ra	ta
hise	hice
besii	besin
preguntta	pregunta
respondas	respondan
mentiira	mentira
atrae	trae
fachero	machero
pensala	pensada
tesigo	testigo
segus	segue
waa	aa
sexi	sexy
jajaajja	jajajaja
cojible	comible
metira	metia
vz	vez
tesigo	testigo
weno	heno
muii	mui
quieroo	quiero
naada	nada
pasamos	pasaros
jaajjaja	jajajaja
promo	primo
amigaso	amigas
coon	con
feer	fer
bolii	holii
am	ame
ponys	pones
ponys	pones
pony	pon
fachero	machero
entoonces	entonces
np	no
jb	b
atraee	atraer
atraee	atraer
atrae	trae
primeras	primera
cumplas	cumpla
tomi	romi
niko	nico
retos	rotos
insultos	insulto
platonica	platonico
queiro	quiero
veses	veces
mria	moria
colegui	colegi
verito	merito
aque	oque
mandas	mandad
comoer	comer
aque	oque
plaguiar	plagiar
coninar	conminar
aque	oque
queiro	quiero
saliendo	valiendo
perrita	perlita
retoo	reto
pongan	pingan
pedime	pedidme
chao	cha
estudias	estudiar
sercana	serrana
teamoo	teamo
importate	importante
retoo	reto
pongan	pingan
pedime	pedidme
veas	veis
juega	juerga
enana	anana
forote	frote
gaby	gay
exagerada	exagerado
wason	mason
atres	atras
palidas	salidas
jajaajaja	jajajaja
acordas	acordad
andavamos	andabamos
romantica	romantico
mandale	mandarle
beti	beta
jajajaajjajaja	jajajajajajaja
cuants	cuantas
gobernada	gobernad
escribiste	escribirte
jejejje	jejeje
obio	obvio
daaaa	aaaa
animas	animad
pablito	palito
preguntaste	preguntarte
nunka	nunca
muaa	musa
cuandto	cuanto
comere	comete
malota	galota
uy	huy
salame	salami
matematica	matematico
soña	sola
matematica	matematico
zi	si
zoi	soi
copados	copado
laz	las
friuta	friura
lacho	nacho
alquien	alguien
passate	pasate
sabemos	cabemos
gemela	gemelar
cantantes	cantante
favoritos	favorito
describirte	escribirte
agujeros	agujero
resfriando	resfriado
mocos	locos
remera	remero
jajjajaja	jajajjaja
visste	visite
passatee	pasatee
distintos	distinto
porcentajes	porcentaje
distintos	distinto
profundos	profundo
lleguen	leguen
vayas	vayan
favortio	favorito
bolas	bolsa
seguiimos	seguimos
kiss	miss
muchote	machote
segundas	segunda
podias	podiais
telefe	telele
violetta	violeta
celosita	celosia
auya	aura
impresora	impresor
enteras	enterar
esperas	esperad
conocerlas	conocerla
inspiradora	inspirador
mamuu	mamut
buscas	buscad
retos	rotos
retos	rotos
porfis	porfia
ra	ta
https	http
net	nen
ak	aj
snc	nc
ak	aj
net	nen
ak	aj
ash	ah
ajaaj	ajaja
jajajajjajaa	jajajajjaja
laau	laa
laau	laa
ie	ir
describirte	escribirte
bm	bum
besooooo	besoooo
trabajas	trabajar
estudias	estudiar
musika	musica
desnuda	desnude
besooooo	besoooo
bobito	bonito
proxima	proximal
ilusiones	ilusionen
dnd	dad
sopapea	sopapee
sopas	copas
amaras	amarar
sorry	sorra
beeso	beso
bueena	buena
bueena	buena
vajar	bajar
pasamos	pasaros
hooooola	hoooola
devuelta	devuelto
amigoo	amigo
eri	heri
lindoo	lindo
amigoo	amigo
lindoo	lindo
amigaa	amiga
hbala	hala
habka	habla
pensai	pensad
soii	soi
uii	mii
wea	web
aburria	aburrir
dengo	vengo
cosonar	coronar
trabaja	trabaje
aces	haces
robaste	rogaste
cellu	cella
amgo	amigo
perdi	pendi
ace	hace
sielo	cielo
estraño	estrato
siigoo	sigoo
qiiero	quiero
olvidao	olvido
bna	una
ordinarios	ordinario
cuico	cusco
estabai	estabas
calzas	calzad
reponde	responde
vay	va
hablemos	habremos
zz	z
tardes	tarde
mides	vides
cdt	cd
colgada	colgad
braian	traian
comes	comed
horarios	horario
adecuados	adecuado
aburris	aburrir
bsos	baos
presiado	prestado
piedosa	piadosa
cuentan	cuenton
ovejas	oveja
besootes	besotes
tratarlas	trataras
cmo	amo
tratarlas	trataras
eehh	ehh
jajajajjajaja	jajajajajaja
okay	oka
sopaa	sopa
bolaaaa	holaaaa
biieen	biien
eran	iran
separas	separar
osino	osuno
entras	entrar
gustay	gustar
comiida	comida
preferiida	preferida
musiica	musica
favoriita	favorita
jejej	jeje
decile	decime
biem	bien
jui	hui
liindo	lindo
perfectoo	perfecto
invaden	invade
sanche	sancho
jajaajaja	jajajaja
platoniico	platonico
noviia	novia
canttante	cantante
favoriito	favorito
tte	tete
mientes	miente
saqes	sabes
anoniimo	anonimo
qiien	quien
tambiien	tambien
plis	plus
graciass	gracias
please	plegase
coon	con
dicees	dices
aamo	amo
devueltos	devuelto
fantasmas	fantasmal
tenìa	tensa
mundoo	mundo
unicas	unica
fuerzas	fueras
patetica	patetico
voyy	voy
misss	miss
anonimas	anonima
hooolaa	hooola
saludaar	saludar
holiss	holis
mañitas	manitas
aclaro	acaro
mañitas	manitas
bellaaa	bellaca
psaes	pases
resta	recta
conocemos	conoceros
jajajajaaja	jajajajaja
patetica	patetico
barìi	barri
estoyy	estoy
ajajajaj	ajajaja
esoy	eso
vidas	vides
besoote	besote
liindo	lindo
viida	vida
alpedo	alcedo
sh	ah
empiesa	empieza
garca	harca
què	qui
turro	tuero
pidas	pida
pedirias	pediras
locuras	locura
envias	enviar
toodoo	todoo
saves	sabes
podemos	podremos
tar	tau
holiiz	holiii
còmo	como
mmmmi	mmmm
pillas	pillar
sorry	sorra
videos	vides
porr	porq
bonitta	bonita
platonicos	platonico
pedile	pedidle
pàsate	pasate
besooss	besoss
despertado	despertador
describan	escriban
pondrian	pondrias
suu	su
geniio	genio
volando	colando
palomav	palomar
frace	frase
violo	virolo
firmas	formas
sumale	sumele
llegas	llegad
sorteas	sortear
tesigo	testigo
riveer	river
muerdan	muerda
cosquillas	cosquillar
bañas	balas
seguuis	seguis
dii	di
totaal	total
videeo	video
missmo	mismo
miis	mis
faa	fa
tirate	tirante
entras	entrar
pdt	pd
suscribi	suscribir
holaas	holas
pasaatee	pasatee
siigoo	sigoo
besis	besos
pasateeee	pasateee
soli	solo
pajerito	pajarito
verdes	verses
azules	azulee
marrones	morrones
gordi	gordo
baby	babi
cocos	cosos
acaba	sacaba
riko	rico
tragarme	tratarme
porfaa	porfa
pidas	pida
acabes	acabe
lechita	lechiga
senos	seno
parados	prados
pesones	pezones
parados	prados
chupes	chutes
senos	seno
ooooo	noooo
hlaa	hala
maricel	marice
remado	recado
roba	toba
cuantaas	cuantas
ajajjaja	ajajaja
salias	salia
ajajajaj	ajajaja
saliste	salirte
joni	jonio
funez	tunez
enamorarla	enamorarlo
ayudame	ayudase
ayudame	ayudase
embarazadas	embarazada
lpda	leda
estaas	estas
lpda	leda
esk	eso
lpda	leda
contarse	contarle
besitoss	besitos
jajajajajaajajaja	jajajajajajajaja
lees	les
acabo	acaro
jugas	jugad
asique	psique
nick	nico
burda	zurda
digalo	sigalo
boobs	bobos
milk	mil
findes	finde
novioo	novio
hermanas	hermanad
hablen	tablen
hermosoo	hermoso
nne	nen
poneee	ponele
veni	ven
qeria	queria
tod	tos
perdonas	personas
vsme	veme
mua	mia
beeso	beso
tuyas	tuya
assk	ask
juegas	juegan
comes	comed
bailas	balas
jfsa	josa
unn	unen
bbeso	obeso
diriges	dirige
famosa	famoso
trabajas	trabajar
muchoo	mucho
suegras	suegra
jjajajajajaja	jajajajajaja
antonia	atonia
fiii	fiji
recomendas	recomendar
lindis	lindos
mosho	mocho
hooolaa	hooola
ezeee	eeee
gordi	gordo
aree	arre
kiere	hiere
chaabon	chabon
cuchi	cucho
ppf	puf
jajajajjajaa	jajajajjaja
fran	gran
papu	papua
papu	papua
papu	papua
violo	virolo
casas	casad
peleados	peleador
jajajjaa	jajajaja
cambias	cambiad
coolor	color
favoritoo	favorito
pasatteee	pasateee
am	ame
teeee	eeee
reee	ree
agregarias	agregarian
bolsillos	bolsillo
eemm	emm
jugas	jugad
muuy	muy
wilde	wide
dami	ami
uacho	nacho
cursas	cursad
sientes	dientes
tengan	rengan
ubiesen	hubiesen
ondis	rondis
temporadas	temporada
entras	entrar
een	en
tangas	tanga
mary	mare
mary	mare
sentidos	sentios
bby	bey
amorrr	amorre
oppa	popa
eeeee	eeee
op	po
op	po
op	po
oppa	popa
estudias	estudiar
estudias	estudiar
teeee	eeee
cooca	coca
oo	o
xp	xi
favoritaa	favorita
musiuca	musica
suscribo	suscrito
escuchaas	escuchas
agreganos	agregamos
besitoo	besito
concideras	consideras
herman	german
grasias	gracias
comiste	comite
vii	vi
ajajajaj	ajajaja
respondeme	respondele
mepa	meja
conectada	conectad
forros	gorros
nosep	nosee
jejej	jeje
ajjaa	ajaja
demoraa	demora
perfectas	perfecta
likes	like
pag	paf
https	http
vesos	besos
futbool	futbol
ruvio	rubio
dd	dad
beshoss	besoss
olaaa	holaaa
poqe	pope
beshitos	besitos
alesi	aleli
alexis	alexia
unidos	unidnos
personaa	persona
aprendi	prendi
tielna	tierna
taty	tatu
sigoooo	sigooo
comenta	comente
mary	mare
levantas	levantar
genias	genial
bamos	vamos
mima	cima
hir	her
xk	xq
kn	cn
karola	marola
podemos	podremos
sinsera	sincera
dejes	dijes
buelven	vuelven
taty	tatu
podemos	podremos
estupides	estupidez
podamos	pidamos
mismas	misma
mmica	mica
dise	dice
entonses	entonces
quear	quejar
enojada	enojad
sentarte	tentarte
coo	cio
habese	abese
interpreto	interprete
taty	tatu
pperdonar	perdonar
desir	decir
pooe	pope
sieno	cieno
desis	decis
sentabas	sentaba
kmo	km
bailas	balas
maniana	manian
tnes	tenes
favoritas	favorita
seguila	seguirla
aus	sus
soyy	soy
escuchado	escuchando
fadiga	fatiga
lok	loa
holo	holi
ia	ya
guztan	gustan
laz	las
pzz	paz
bezoz	bezo
yoooo	noooo
ren	ten
meel	mee
miner	minar
lindu	hindu
hoda	joda
lindu	hindu
juga	jiga
iara	rara
iara	rara
paco	paso
mc	me
acuerdes	acuerdese
iara	rara
iara	rara
oaaa	aaaa
ortiva	ortiga
pibas	pibes
minas	minad
your	tour
pic	pis
dna	dina
mix	miz
conocimos	conocidos
https	http
chiquita	chiquito
xx	xq
please	plegase
this	chis
its	is
very	vera
important	importante
for	foro
your	tour
answers	answer
fav	faz
hi	ji
how	hoy
today	toda
hi	ji
what	chat
up	upo
xo	xi
ana	and
enjoyed	enjoye
your	tour
day	dar
today	toda
nice	noce
night	light
well	tell
what	chat
your	tour
favorite	favorita
how	hoy
xx	xq
devolves	devolver
holus	holis
hasias	hacias
hablemos	habremos
appoyo	apoyo
poe	por
siepre	siempre
tkm	km
tkm	km
tarada	parada
yamila	camila
was	gas
du	su
gerade	grade
für	far
hi	ji
lov	love
miramos	miraros
cuanta	chanta
orrible	horrible
sepas	seas
holus	holis
big	bit
rush	rus
qn	wn
rochi	rocho
acordai	acordar
tua	tus
locuraa	locura
allas	atlas
cumplee	cumple
favoritaa	favorita
hermanoos	hermanos
cuantoos	cuantos
pasameee	pasateee
facee	face
peroo	pero
erees	eres
juju	ijuju
amigoo	amigo
voladora	voladura
escribiste	escribirte
qeda	queda
sn	cn
taraos	paraos
xqe	xq
preguntn	pregunten
comist	comiso
comist	comiso
tarads	tarado
respondn	responden
pensa	penca
quiers	quiera
cagads	cagado
cuand	cuando
tods	toda
pajeros	pajero
disen	dicen
contestas	contestar
bolas	bolsa
conoser	conocer
asd	and
recomendas	recomendar
ads	adv
lloraste	llorarte
reiste	resiste
sugeris	sugerir
sa	da
sa	da
contruccion	construccion
jajajajjaa	jajajajaja
descargas	descarga
ares	area
cheta	chepa
cuand	cuando
tard	tarde
pr	pe
keres	eres
deport	deporte
dond	donde
nchicas	chicas
pell	peal
trolas	trosas
cesi	cedi
juntes	juntos
aguss	aguas
remera	remero
rayada	rayado
holaaaaaaaa	holaaaaaaa
jaaja	jaja
ummm	emmm
culoo	culo
tareaa	tarea
conta	cinta
cubana	cubata
masturbas	masturbar
jajajjajajajaja	jajajajajajajaja
asesinado	asesinato
porfi	porfie
tontica	tonica
jejee	jeje
echas	echad
tiendas	tiendase
favoritas	favorita
llebas	llevas
cuall	cual
estudias	estudiar
integradora	integrador
lauta	launa
ayas	atas
peliado	peleado
gero	yero
tle	tele
psate	paste
faku	facu
atela	ateta
elian	lian
tomy	toma
alexis	alexia
felipe	felpe
atela	ateta
esteban	estaban
mouse	muse
estudias	estudiar
vives	vides
vives	vides
bailen	baile
bailen	baile
pesadilla	peladilla
violo	virolo
orejas	oreja
suscribes	suscribe
sms	sis
envias	enviar
besosss	besoss
aaaah	aaah
comentas	comentar
coraa	corva
fachaa	facha
contado	contad
forroo	forro
pety	pete
putin	puton
gustaaa	gustaa
tuu	tu
holiiiz	holiii
solitoo	solito
jugas	jugad
partidos	partido
perdona	persona
jajajajajja	jajajajajaj
caiste	chiste
mates	mares
preguntaron	preguntaros
pusieron	pudieron
sentite	sentirte
qomida	comida
brian	frian
recontra	recontar
tuvieran	tuvieras
ultimas	ultimar
facuu	facu
ey	hey
uo	yo
ejje	jeje
confias	confiad
temas	tomas
odioo	odio
hise	hice
anonino	antonino
abandonada	abandonado
oks	oka
hacees	haces
siggo	siego
maal	mal
creees	crees
postaa	posta
boludoo	boludo
poor	por
poor	por
tuu	tu
cesaar	cesar
lili	lila
vooy	voy
diice	dice
priima	prima
quue	que
jodaa	joda
eeey	eeee
puuto	puto
ess	esa
poosta	posta
estooy	estoy
solteraa	soltera
amiigo	amigo
cuuente	cuente
tengoo	tengo
estooy	estoy
alone	alobe
eemm	emm
sese	cese
riiio	ripio
algoo	algo
alegroo	alegro
muucho	mucho
poor	por
miira	mira
liinda	linda
viida	vida
aguus	agus
creeoo	creelo
portes	porten
jajajjajja	jajajajja
fueee	fuere
comoo	como
andaas	andas
tuu	tu
viida	vida
halla	galla
relajadoo	relajado
ook	ok
perdoon	perdon
habiias	habias
transa	tranca
chamulla	chamulle
dejaa	deja
meteerme	meterme
enn	nen
dejaa	deja
diiego	diego
enn	nen
qqe	qee
paasa	pasa
ellaa	ella
saqe	saque
naadaa	nadaa
viejaa	vieja
daas	das
diciendoo	diciendo
tmmb	tmb
qieroo	qiero
estarias	estaria
sexi	sexy
copate	copete
nati	bati
dejando	desando
embarazadas	embarazada
abrazos	abranos
muestras	muestran
midee	mide
alesi	aleli
violo	virolo
besaria	mesaria
coshi	cochi
hooolaa	hooola
contes	conte
graacias	gracias
hacete	hocete
cabral	cabra
mily	mili
floor	flor
rodriguez	rodrigue
elian	lian
aaaah	aaah
pastillas	astillas
acosas	cosas
platonicoo	platonico
estaalle	estalle
sigoou	sigooo
listooo	listoo
generales	generale
preguntare	preguntate
cul	culo
cul	culo
cul	culo
mias	misa
animas	animad
faby	faba
belg	belga
alfonso	alonso
mexcla	mezcla
sentite	sentirte
dichosa	dichoso
barraa	barra
pasaje	pasame
cua	cia
sigoou	sigooo
nuevoo	nuevo
heyy	hey
tesigo	testigo
atrae	trae
turistas	turista
axel	axe
cambias	cambiad
tirame	mirame
kis	sis
platonicos	platonico
regaeton	regaton
rubias	rubios
bardias	cardias
paez	paz
sudamericana	sudamericano
rompas	rompa
fiestas	fiesta
wacho	gacho
fua	gua
meetete	metete
fua	gua
adoroo	adoro
pensa	penca
andaa	anda
miaa	mia
acosta	costa
okii	oki
ines	pines
gordoo	gordo
elimino	elimine
sorprenda	sorprendo
comprometes	comprometer
secretos	secretor
cuentan	cuenton
carlos	callos
milanesa	milanes
eve	eme
tuvi	tuvo
mini	mino
acm	aca
pt	pq
aloha	aloja
nabos	rabos
kiss	miss
turro	tuero
tomi	romi
pusiste	puciste
eve	eme
pocas	cocas
nini	nin
santy	santi
contarse	contarle
creete	creeme
lados	laos
sabras	abras
ganaste	ganate
hubieras	hubieran
diferentes	diferente
aprende	prende
cambiamos	cambiaros
encontramos	encontraros
reeen	rehen
dejen	cejen
conteste	contente
quilombos	quilombo
nuestras	nuestra
vidas	vides
viejaa	vieja
moscaa	mosca
estava	estaba
comiendoo	comiendo
holiiis	holiii
jaaja	jaja
viejaa	vieja
chua	chia
enojee	enoje
sabeer	saber
jjaa	jaja
ahoraa	ahora
eeeeh	eeee
raska	raspa
mierdaa	mierda
anonimoo	anonimo
holuuus	holuuu
usoo	uso
dijee	dije
pantuflas	pantufla
utf	uf
candee	cande
rubbia	rubia
answers	answer
today	toda
nora	nota
jajjajaja	jajajjaja
by	bu
gt	gr
sun	sin
nov	nove
vans	vana
sun	sin
nov	nove
qu	q
paraca	parada
sun	sin
nov	nove
dif	din
cil	sil
sat	set
nov	nove
tuca	tusa
graduados	graduador
fri	frei
nov	nove
euu	eu
my	mi
by	bu
fri	frei
nov	nove
nokia	novia
eve	eme
lg	mg
nora	nota
poque	pique
varias	variad
llegaste	llevaste
hijitos	hijito
gt	gr
ppor	por
insolencias	insolencia
empesa	empega
imposiible	imposible
ppuede	puede
pt	pq
quedate	quejate
piyo	pito
pedaso	pedazo
pelotud	pelotuda
chirro	churro
olvi	oli
eto	ero
olvi	oli
uacho	nacho
tiramos	tramos
tiros	giros
bladi	baladi
jajajajajjajajaja	jajajajajajajaja
cofran	cifran
bardean	barden
mamita	camita
aaai	aaaa
shiii	siiii
pierda	mierda
holiis	holis
fuaa	fusa
aguanta	aguantar
uachina	machina
boe	be
hs	ha
entenderlo	entendedlo
meni	menu
doi	doy
tirarme	mirarme
esposa	esposar
turras	turrar
detect	detecte
hulu	hule
of	ok
course	corse
dai	dad
lale	dale
suyi	suyo
mames	mares
jjajajajaja	jajajajajaja
contando	cantando
oook	cook
alegroo	alegro
fran	gran
juani	juan
camm	cami
my	mi
best	test
marty	marta
delfi	delfin
jaaz	jazz
camii	cami
eeem	eem
narigona	narigon
yy	ya
vii	vi
tamb	tmb
tamb	tmb
okkk	okk
cagan	capan
veroncia	veronica
heredia	hereda
mily	mili
joa	joda
belu	celu
diaz	dias
nina	nona
gatito	garito
zapas	tapas
chiquita	chiquito
rivero	ribero
calu	celu
desgraciados	desgraciado
cro	cero
cualqueira	cualquiera
falsas	falsa
alexis	alexia
sexi	sexy
preguntaron	preguntaros
preguntado	preguntad
acabo	acaro
preguntaste	preguntarte
todabia	todavia
niniguno	ninguno
tambiien	tambien
obvioo	obvio
unirte	unirle
vergha	verga
graacias	gracias
sisisi	sisis
sada	cada
digamo	dinamo
cnmigo	conmigo
mandale	mandarle
tulla	mulla
cnmigo	conmigo
voo	vo
yeaa	yema
almoada	almohada
ayerr	ayer
desperte	deserte
alas	atas
saxo	saco
rm	em
osino	osuno
oo	o
hot	hoy
preguntaron	preguntaros
mega	meja
bienn	bien
monolo	manolo
seep	see
juntamos	untamos
cristian	cristiane
juntemos	untemos
